filename,width,height,class,xmin,ymin,xmax,ymax
Iowa Three Seater Sofa in Celeste Blue Colour by Furnitech-8.jpg,1600,800,Iowa Three Seater Sofa in Celeste Blue Colour by Furnitech,2,1,1596,799
Iowa Three Seater Sofa in Celeste Blue Colour by Furnitech-9.jpg,1600,800,Iowa Three Seater Sofa in Celeste Blue Colour by Furnitech,2,1,1588,799
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-1.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,26,131,1558,747
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-2.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,14,22,1585,750
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-3.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,589,419,1298,750
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-4.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,11,100,1577,771
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-5.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,411,5,1193,763
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-6.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,39,5,1563,750
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-7.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,3,89,1595,789
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-8.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,2,6,1600,800
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-9.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,24,248,897,750
Iowa Three Seater Sofa in Crimson Red Colour by Furnitech-9.jpg,1600,800,Iowa Three Seater Sofa in Crimson Red Colour by Furnitech,902,255,1577,739
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-1.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,24,124,1563,756
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-2.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,22,10,1592,745
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-3.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,600,422,1332,735
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-4.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,10,92,1599,775
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-5.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,400,1,1222,769
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-6.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,56,3,1516,748
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-7.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,14,103,1579,771
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-8.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,14,256,887,734
Iowa Three Seater Sofa in Pear Green Colour by Furnitech-8.jpg,1600,800,Iowa Three Seater Sofa in Pear Green Colour by Furnitech,902,234,1576,721
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-1.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,37,132,1543,761
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-2.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,32,13,1599,743
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-3.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,537,340,1476,772
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-4.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,13,129,1600,781
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-5.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,19,31,1574,764
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-6.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,16,116,1590,781
Iowa Three Seater Sofa in Steel Grey Colour by Furnitech-7.jpg,1600,800,Iowa Three Seater Sofa in Steel Grey Colour by Furnitech,8,1,1599,766
